stage,key,name,namespace,text,confidence
n003a (patch),ord:21473,,,A network server error has occurred.\nUnable to change rules.,layout
n003a (patch),ord:21479,,,Unable to kick player.,layout
n003a (patch),ord:21485,,,A network server error has occurred.\nUnable to kick player.,layout
n003a (patch),ord:21497,,,Unable to select whether to approve/disapprove entry. ,layout
n003a (patch),ord:21503,,,A network server error has occurred.\nUnable to select whether to approve/disapprove entry. ,layout
n003a (patch),ord:21509,,,Team has already confirmed entry.\nUnable to select whether to approve/disapprove entry. ,layout
n003a (patch),ord:21515,,,Not enough Metal Gear Points.\nUnable to approve entry.,layout
n003a (patch),ord:21521,,,You have already left the team.\nUnable to select whether to approve/disapprove entry. ,layout
n003a (patch),ord:21527,,,Unable to confirm entry.,layout
n003a (patch),ord:21533,,,A network server error has occurred.\nUnable to confirm entry.,layout
n003a (patch),ord:21539,,,Other players have not approved entry.\nUnable to confirm entry.,layout
n003a (patch),ord:21545,,,Not enough Metal Gear Points.\nUnable to confirm entry.,layout
n003a (patch),ord:21551,,,Not enough team members.\nUnable to confirm entry.,layout
n003a (patch),ord:21557,,,"Currently, participating teams are full. \nRetry entry later.",layout
n003a (patch),ord:21563,,,Unable to change team's clan affiliation settings.,layout
n003a (patch),ord:21569,,,A network server error has occurred.\nUnable to change team's clan affiliation settings.,layout
n003a (patch),ord:21575,,,Your use of some clan service features is currently limited.\nUnable to change team's clan affiliation settings.,layout
n003a (patch),ord:21581,,,You are not a clan member.\nUnable to change team's clan affiliation settings.,layout
n003a (patch),ord:21587,,,Unable to leave team.,layout
n003a (patch),ord:21593,,,A network server error has occurred.\nUnable to leave team.,layout
n003a (patch),ord:21599,,,You have already left the team.\nUnable to leave team.,layout
n003a (patch),ord:21605,,,Unable to disband team.,layout
n003a (patch),ord:21611,,,A network server error has occurred.\nUnable to disband team.,layout
n003a (patch),ord:21617,,,The team is in battle.\nUnable to disband team.,layout
n003a (patch),ord:21623,,,Unable to acquire team list.,layout
n003a (patch),ord:21629,,,A network server error has occurred.\nUnable to acquire team list.,layout
n003a (patch),ord:21635,,,Unable to acquire team information.,layout
n003a (patch),ord:21641,,,A network server error has occurred.\nUnable to acquire team information.,layout
n003a (patch),ord:21647,,,Unable to locate team.\nUnable to acquire team information.,layout
n003a (patch),ord:21653,,,Maximum number of players already reached.\nUnable to join team.,layout
n003a (patch),ord:21670,,,Unable to acquire team leader player information.,layout
n003a (patch),ord:21676,,,A network server error has occurred.\nUnable to acquire team leader information.,layout
n003a (patch),ord:21682,,,Unable to join team.,layout
n003a (patch),ord:21688,,,A network server error has occurred.\nUnable to join team.,layout
n003a (patch),ord:21694,,,Unable to locate team.\nUnable to join team.,layout
n003a (patch),ord:21700,,,New members cannot currently join the team.\nUnable to join team.,layout
n003a (patch),ord:21706,,,Password is incorrect.\nUnable to join team.,layout
n003a (patch),ord:21712,,,Unable to update team information.,layout
n003a (patch),ord:21718,,,A network server error has occurred.\nUnable to update team information.,layout
n003a (patch),ord:21724,,,You have already left the team.\nUnable to update team information.,layout
n003a (patch),ord:21730,,,Team has already been disbanded.\nUnable to update team information.,layout
n003a (patch),ord:21736,,,You are currently banned from team competitions.\nUnable to create team.,layout
n003a (patch),ord:21742,,,You are currently banned from team competitions.\nUnable to join team.,layout
n003a (patch),ord:21748,,,You are currently banned from team competitions.,layout
n003a (patch),ord:21754,,,You are currently unable to use team competition services.,layout
n003a (patch),ord:21760,,,You are currently banned from using team competition services.,layout
n003a (patch),ord:21766,,,Your use of team competition services is currently limited.,layout
n003a (patch),ord:21772,,,You cannot join a Team you have already been Kicked from.,layout
n003a (patch),ord:21778,,,Unable to start autoteam formation.,layout
n003a (patch),ord:21784,,,A network server error has occurred.\nUnable to start autoteam formation.,layout
n003a (patch),ord:21790,,,You are currently banned from team competitions.\nUnable to start autoteam formation.,layout
n003a (patch),ord:21796,,,Unable to cancel autoteam formation.,layout
n003a (patch),ord:21802,,,A network server error has occurred.\nUnable to cancel autoteam formation.,layout
n003a (patch),ord:21808,,,Unable to find players wanting to form autoteam.,layout
n003a (patch),ord:21814,,,Unable to form autoteam.,layout
n003a (patch),ord:21820,,,Unable to acquire game entry information.,layout
n003a (patch),ord:21826,,,A network server error has occurred.\nUnable to acquire game entry information.,layout
n003a (patch),ord:21832,,,Unable to delete game entry information.,layout
n003a (patch),ord:21838,,,A network server error has occurred.\nUnable to delete game entry information.,layout
n003a (patch),ord:21844,,,Your game entry information was not found on the server.\nUnable to delete game entry information.,layout
n003a (patch),ord:21850,,,Unable to acquire team entry information.,layout
n003a (patch),ord:21856,,,A network server error has occurred.\nUnable to acquire team entry information.,layout
n003a (patch),ord:21862,,,Unable to locate team.\nUnable to acquire team entry information.,layout
n003a (patch),ord:21868,,,You have already left the team.\nUnable to acquire team entry information.,layout
n003a (patch),ord:21884,,,You have already left the team.\nUnable to rejoin team.,layout
n003a (patch),ord:21895,,,Unable to reply to invite message.,layout
n003a (patch),ord:21901,,,A network server error has occurred.\nUnable to reply to invite message.,layout
n003a (patch),ord:21907,,,Unable to send invite message.,layout
n003a (patch),ord:21918,,,There are currently no joinable teams that\nmatch your Conditions criteria.,layout
n003a (patch),ord:21924,,,There are currently no joinable teams that\nmatch your criteria.,layout
n003a (patch),ord:21930,,,Tournament is currently not available.,layout
n003a (patch),ord:21936,,,Tournament is currently not open.,layout
n003a (patch),ord:21942,,,Unable to cancel Tournament.,layout
n003a (patch),ord:21948,,,A network server error has occurred.\nUnable to cancel Tournament.,layout
n003a (patch),ord:21954,,,Tournament has already started.\nUnable to cancel Tournament.,layout
n003a (patch),ord:21960,,,Tournament has already finished.\nUnable to cancel Tournament.,layout
n003a (patch),ord:21966,,,Unable to cancel Tournament entry.,layout
n003a (patch),ord:21972,,,Unable to acquire Tournament list.,layout
n003a (patch),ord:21978,,,A network server error has occurred.\nUnable to acquire Tournament list.,layout
n003a (patch),ord:21984,,,Unable to acquire Tournament information.,layout
n003a (patch),ord:21990,,,A network server error has occurred.\nUnable to acquire Tournament information.,layout
n003a (patch),ord:21996,,,Unable to locate designated Tournament.\nUnable to acquire Tournament information.,layout
n003a (patch),ord:22002,,,An error has occurred in the Tournament.,layout
n003a (patch),ord:22008,,,Unable to create Tournament match.,layout
n003a (patch),ord:22014,,,Unable to connect to Tournament match.,layout
n003a (patch),ord:22020,,,Unable to reserve a spot in this Tournament match.,layout
n003a (patch),ord:22026,,,All of the openings in this Tournament have been filled by other players.\nUnable to reserve a spot in this Tournament match.\nPlease try selecting a different Tournament.,layout
n003a (patch),ord:22032,,,All of the openings in this tournament have been filled by other teams.\nPlease try selecting a different Tournament.,layout
n003a (patch),ord:22038,,,This Tournament is not accepting entries from individual players.\nUnable to reserve a spot in this Tournament match.,layout
n003a (patch),ord:22044,,,This Tournament is not accepting any entries at this time.\nUnable to reserve a spot in this Tournament match.,layout
n003a (patch),ord:22050,,,You have already entered a Tournament.\nUnable to reserve a spot in this Tournament match.,layout
n003a (patch),ord:22056,,,You have already entered a Tournament.\nUnable to join team.,layout
n003a (patch),ord:22062,,,This Tournament has already finished calling members.,layout
n003a (patch),ord:22068,,,This Tournament is currently not accepting registration.,layout
n003a (patch),ord:22074,,,Failed to enable Solo Player acceptance settings.,layout
n003a (patch),ord:22080,,,Error communicating with server.\nFailed to enable Solo Player acceptance settings.,layout
n003a (patch),ord:22086,,,You cannot enter this Tournament because you already have the prize gear.,layout
n003a (patch),ord:22092,,,You do not have the necessary gear to enter this Tournament.,layout
n003a (patch),ord:22098,,,You do not meet the entry requirements for this Tournament.,layout
n003a (patch),ord:22104,,,Time to adjust settings has expired.\nFailed to enable Solo Player acceptance settings.,layout
n003a (patch),ord:22110,,,Survival is currently not available.,layout
n003a (patch),ord:22116,,,Survival is currently not open.,layout
n003a (patch),ord:22122,,,Unable to acquire Survival list.,layout
n003a (patch),ord:22128,,,A network server error has occurred.\nUnable to acquire Survival list.,layout
n003a (patch),ord:22134,,,Unable to cancel Survival.,layout
n003a (patch),ord:22140,,,A network server error has occurred.\nUnable to cancel Survival.,layout
n003a (patch),ord:22146,,,An error has occurred in Survival.,layout
n003a (patch),ord:22152,,,Unable to connect to Survival match.,layout
n003a (patch),ord:22158,,,Unable to create Survival match.,layout
n003a (patch),ord:22164,,,You have already applied for entry into this game.\nUnable to create team.,layout
n003a (patch),ord:22170,,,You have already applied for entry into this game.\nUnable to join team.,layout
n003a (patch),ord:22176,,,An error has occurred in the Official Tournament.,layout
n003a (patch),ord:22182,,,Unable to connect to Official Tournament match.,layout
n003a (patch),ord:22188,,,Unable to create Official Tournament match.,layout
n003a (patch),ord:22194,,,Unable to acquire mailbox.,layout
n003a (patch),ord:22200,,,A network server error has occurred.\nUnable to acquire mailbox.,layout
n003a (patch),ord:22206,,,Unable to acquire mail.,layout
n003a (patch),ord:22212,,,A network server error has occurred.\nUnable to acquire mail.,layout
n003a (patch),ord:22218,,,Unable to locate designated mail.\nUnable to acquire mail.,layout
n003a (patch),ord:22224,,,Unable to delete mail.,layout
n003a (patch),ord:22230,,,A network server error has occurred.\nUnable to delete mail.,layout
n003a (patch),ord:22236,,,Unable to locate designated mail.\nUnable to delete mail.,layout
n003a (patch),ord:22242,,,Unable to create mail.,layout
n003a (patch),ord:22248,,,Unable to send mail.,layout
n003a (patch),ord:22254,,,A network server error has occurred.\nUnable to send mail.,layout
n003a (patch),ord:22260,,,Improper address entered.\nUnable to send mail.,layout
n003a (patch),ord:22266,,,Receiver's mailbox is full.\nUnable to send mail.,layout
n003a (patch),ord:22272,,,You are on the receiver's Block List.\nUnable to send mail.,layout
n003a (patch),ord:22278,,,The receiver has blocked incoming mail.,layout
n003a (patch),ord:22284,,,You are currently unable to use mail services.,layout
n003a (patch),ord:22290,,,You are currently banned from using mail services.,layout
n003a (patch),ord:22296,,,You are currently unable to use MGO mail services.,layout
n003a (patch),ord:22302,,,You are currently banned from using MGO mail services.,layout
n003a (patch),ord:22308,,,Your use of mail services is currently limited.,layout
n003a (patch),ord:22314,,,Your use of MGO mail services is currently limited.,layout
n003a (patch),ord:22320,,,Your use of some mail services is currently limited.\nUnable to send mail.,layout
n003a (patch),ord:22326,,,Your use of some MGO mail service features is currently limited.\nUnable to send mail.,layout
n003a (patch),ord:22332,,,Mail subject contains an invalid word.\nUnable to send mail.,layout
n003a (patch),ord:22338,,,Mail message contains an invalid word.\nUnable to send mail.,layout
n003a (patch),ord:22344,,,Mail subject and message contains invalid words.\nUnable to send mail.,layout
n003a (patch),ord:22350,,,Mail subject field is blank.\nUnable to send mail.,layout
n003a (patch),ord:22356,,,Mail message field is blank.\nUnable to send mail.,layout
n003a (patch),ord:22368,,,You are currently unable to use chat services.,layout
n003a (patch),ord:22374,,,You are currently banned from using chat services.,layout
n003a (patch),ord:22380,,,Your use of some chat service features is currently limited.,layout
n003a (patch),ord:22391,,,Chat services cannot be used.,layout
n003a (patch),ord:22397,,,Chat messages cannot be sent.,layout
n003a (patch),ord:22403,,,Use of chat services is limited.,layout
n003a (patch),ord:22409,,,Chat message transmission is limited.,layout
n003a (patch),ord:22415,,,You are currently unable to use voice chat services.,layout
n003a (patch),ord:22421,,,You do not meet the criteria for joining this clan.\nUnable to join clan.,layout
n003a (patch),ord:22427,,,You do not meet the criteria for creating a clan.\nUnable to create clan.,layout
n003a (patch),ord:22433,,,You cannot join this clan due to your Level.,layout
n003a (patch),ord:22439,,,Unable to locate designated clan.,layout
n003a (patch),ord:22445,,,Designated player has already left clan.,layout
n003a (patch),ord:22451,,,You are not a clan member.,layout
n003a (patch),ord:22457,,,You are not clan leader.,layout
n003a (patch),ord:22463,,,A clan with that name already exists.\nUnable to create clan.,layout
n003a (patch),ord:22469,,,Clan name is not long enough.\nUnable to create clan.,layout
n003a (patch),ord:22475,,,Clan name contains an invalid character or word.\nUnable to create clan.,layout
n003a (patch),ord:22481,,,Comment contains an invalid word.\nUnable to create clan.,layout
n003a (patch),ord:22487,,,Conditions to create clan have not been met.\nUnable to create clan.,layout
n003a (patch),ord:22493,,,Unable to create clan.,layout
n003a (patch),ord:22499,,,A network server error has occurred.\nUnable to create clan.,layout
n003a (patch),ord:22505,,,You are currently banned from creating a clan.\nUnable to create clan.,layout
n003a (patch),ord:22511,,,You are currently banned from using clan services.,layout
n003a (patch),ord:22517,,,You are currently unable to use clan services.,layout
n003a (patch),ord:22523,,,Your use of some clan services is currently limited.,layout
n003a (patch),ord:22534,,,Use of the clan emblem is currently forbidden.,layout
n003a (patch),ord:22540,,,Use of the clan emblem is currently limited.,layout
n003a (patch),ord:22546,,,Unable to acquire clan information.,layout
n003a (patch),ord:22552,,,A network server error has occurred.\nUnable to acquire clan information.,layout
n003a (patch),ord:22558,,,Unable to update clan information.,layout
n003a (patch),ord:22564,,,A network server error has occurred.\nUnable to update clan information.,layout
n003a (patch),ord:22570,,,Unable to apply to join clan.,layout
n003a (patch),ord:22576,,,A network server error has occurred.\nUnable to apply to join clan.,layout
n003a (patch),ord:22582,,,You are on the clan leader's Block List.\nUnable to apply to join clan.,layout
n003a (patch),ord:22588,,,Clan leader has declined accepting your entry application.,layout
n003a (patch),ord:22594,,,Clan leader unable to accept your entry application.\nUnable to apply to join clan.,layout
n003a (patch),ord:22600,,,This clan is already full.\nUnable to apply to join clan.,layout
n003a (patch),ord:22606,,,A fixed amount of time must pass in order to apply to join a clan.\nUnable to apply to join clan.,layout
n003a (patch),ord:22612,,,You are already a member of another clan.\nUnable to apply to join clan.,layout
n003a (patch),ord:22618,,,Unable to locate designated clan.\nUnable to apply to join clan.,layout
n003a (patch),ord:22624,,,"Unable to locate designated clan, or clan may be disbanded.\nUnable to apply to join clan.",layout
n003a (patch),ord:22630,,,Unable to cancel clan entry.,layout
n003a (patch),ord:22636,,,A network server error has occurred.\nUnable to cancel clan entry.,layout
n003a (patch),ord:22642,,,Unable to leave clan.,layout
n003a (patch),ord:22648,,,A network server error has occurred.\nUnable to leave clan.,layout
n003a (patch),ord:22654,,,Unable to approve entry application.,layout
n003a (patch),ord:22660,,,A network server error has occurred.\nUnable to approve entry application.,layout
n003a (patch),ord:22666,,,The applicant has already canceled their clan entry application.,layout
n003a (patch),ord:22672,,,Unable to decline entry application.,layout
n003a (patch),ord:22678,,,A network server error has occurred.\nUnable to decline entry application.,layout
n003a (patch),ord:22684,,,Unable to update clan comment.,layout
n003a (patch),ord:22690,,,A network server error has occurred.\nUnable to update clan comment.,layout
n003a (patch),ord:22696,,,Clan comment contains an invalid word.\nUnable to update clan comment.,layout
n003a (patch),ord:22702,,,Unable to update clan notice.,layout
n003a (patch),ord:22708,,,A network server error has occurred.\nUnable to update clan notice.,layout
n003a (patch),ord:22719,,,Unable to assign emblem editing rights.,layout
n003a (patch),ord:22725,,,A network server error has occurred.\nUnable to assign emblem editing rights.,layout
n003a (patch),ord:22731,,,Player is ineligible.\nUnable to assign emblem editing rights.,layout
n003a (patch),ord:22737,,,Designated player has already left clan.\nUnable to assign emblem editing rights.,layout
n003a (patch),ord:22743,,,Unable to revoke emblem editing rights.,layout
n003a (patch),ord:22749,,,A network server error has occurred.\nUnable to revoke emblem editing rights.,layout
n003a (patch),ord:22755,,,Unable to assign new leader.,layout
n003a (patch),ord:22761,,,A network server error has occurred.\nUnable to assign new leader.,layout
n003a (patch),ord:22767,,,Player is ineligible.\nUnable to assign new leader.,layout
n003a (patch),ord:22773,,,Designated player has already left clan.\nUnable to assign new leader.,layout
n003a (patch),ord:22779,,,Unable to banish clan member.,layout
n003a (patch),ord:22785,,,A network server error has occurred.\nUnable to banish clan member.,layout
n003a (patch),ord:22791,,,Designated player has already left clan.\nUnable to banish clan member.,layout
n003a (patch),ord:22797,,,Unable to disband clan.,layout
n003a (patch),ord:22803,,,A network server error has occurred.\nUnable to disband clan.,layout
n003a (patch),ord:22809,,,A fixed amount of time must pass in order to disband the clan.\nUnable to disband clan.,layout
n003a (patch),ord:22815,,,Unable to acquire clan roster.,layout
n003a (patch),ord:22821,,,A network server error has occurred.\nUnable to acquire clan roster.,layout
n003a (patch),ord:22827,,,Unable to acquire clan list.,layout
n003a (patch),ord:22833,,,A network server error has occurred.\nUnable to acquire clan list.,layout
n003a (patch),ord:22839,,,Unable to acquire clan emblem.,layout
n003a (patch),ord:22845,,,A network server error has occurred.\nUnable to acquire clan emblem.,layout
n003a (patch),ord:22851,,,A fixed amount of time must pass in order for the emblem to be updated.,layout
n003a (patch),ord:22857,,,Unable to acquire clan entry application list.,layout
n003a (patch),ord:22863,,,A network server error has occurred.\nUnable to acquire clan entry application list.,layout
n003a (patch),ord:22869,,,Unable to update clan emblem.,layout
n003a (patch),ord:22875,,,A network server error has occurred.\nUnable to update clan emblem.,layout
n003a (patch),ord:22884,,,You do not have emblem editing rights.,layout
n003a (patch),ord:22890,,,Emblem data is corrupted.,layout
n003a (patch),ord:22896,,,Unable to save emblem.,layout
n003a (patch),ord:22902,,,Unable to delete emblem.,layout
n003a (patch),ord:22908,,,Not enough space on the hard disk. Could not save emblem.,layout
n003a (patch),ord:22914,,,Not enough space on the hard disk.,layout
n003a (patch),ord:22920,,,Not enough space on the hard disk. %d KB are required to save emblem.,layout
n003a (patch),ord:22926,,,Unable to locate that clan.,layout
n003a (patch),ord:22932,,,Unable to search for clan.,layout
n003a (patch),ord:22938,,,A network server error has occurred.\nUnable to search for clan.,layout
n003a (patch),ord:22944,,,Join Comment is blank.\nUnable to apply to join clan.,layout
n003a (patch),ord:22950,,,Join Comment contains an invalid word.\nUnable to apply to join clan.,layout
n003a (patch),ord:22956,,,You are the clan leader.\nUnable to leave clan.,layout
n003a (patch),ord:22962,,,Designated player does not satisfy the restrictions for becoming Clan Leader.,layout
n003a (patch),ord:22968,,,There is join clan info remaining.,layout
n003a (patch),ord:22974,,,Unable to save Skill Set.,layout
n003a (patch),ord:22980,,,A network server error has occurred.\nUnable to save Skill Set.,layout
n003a (patch),ord:22996,,,Unable to save Gear Set.,layout
n003a (patch),ord:23002,,,A network server error has occurred.\nUnable to save Gear Set.,layout
n003a (patch),ord:23008,,,Unable to acquire Gear Set.,layout
n003a (patch),ord:23014,,,A network server error has occurred.\nUnable to acquire Gear Set.,layout
n003a (patch),ord:23020,,,The words you cannot use are included in preset skill names.,layout
n003a (patch),ord:23026,,,The words you cannot use are included in preset gear names.,layout
n003a (patch),ord:23032,,,A network server error has occurred.\nUnable to download data.,layout
n003a (patch),ord:23038,,,Unable to download data necessary to play in this lobby.,layout
n003a (patch),ord:23044,,,Disconnected from the server.\nExiting the game.,layout
n003a (patch),ord:23050,,,Disconnected from the host.\nExiting the game.,layout
n003a (patch),ord:23056,,,You have been kicked.\nExiting the game.,layout
n003a (patch),ord:23062,,,You have been kicked for idling.\nExiting the game.,layout
n003a (patch),ord:23068,,,You have been kicked for killing team members.\nExiting the game.,layout
n003a (patch),ord:23074,,,The host has ended the game.,layout
n003a (patch),ord:23083,,,Disconnected from the network.\nExiting the game.,layout
n003a (patch),ord:23089,,,You do not have enough Metal Gear Points.\nExiting the game.,layout
n003a (patch),ord:23095,,,Unable to update host information.\nExiting the game.,layout
n003a (patch),ord:23101,,,Unable to update host information.,layout
n003a (patch),ord:23107,,,A network server error has occurred.\nUnable to update host information.,layout
n003a (patch),ord:23113,,,Unable to conduct host evaluation.,layout
n003a (patch),ord:23119,,,A network server error has occurred.\nUnable to conduct host evaluation.,layout
n003a (patch),ord:23126,,,Unable to authorize completion of training.,layout
n003a (patch),ord:23132,,,A network server error has occurred.\nUnable to authorize completion of training.,layout
n003a (patch),ord:23138,,,Unable to authorize completion of training for %s.,layout
n003a (patch),ord:23144,,,A network server error has occurred.\nUnable to authorize completion of training for %s.,layout
n003a (patch),ord:23152,,,Not enough players.\nExiting the game.,layout
n003a (patch),ord:23158,,,Please be aware that server maintenance will be conducted from %s.,layout
n003a (patch),ord:23164,,,Server maintenance will be conducted soon. Please make sure to log out of the game by the time maintenance starts.,layout
n003a (patch),ord:23170,,,Please be aware that emergency server maintenance will be conducted from %s.,layout
n003a (patch),ord:23176,,,Emergency server maintenance will be conducted soon. Please make sure to log out of the game by the time maintenance starts.,layout
n003a (patch),ord:23182,,,You used %d Metal Gear Points. (%d points remaining),layout
n003a (patch),ord:23188,,,Tournament will be held from %s.,layout
n003a (patch),ord:23194,,,Survival will be held from %s.,layout
n003a (patch),ord:23200,,,Official Tournament will be held from %s.,layout
n003a (patch),ord:23206,,,Automatching will be held from %s.,layout
n003a (patch),ord:23212,,,Training Mode will be held from %s.,layout
n003a (patch),ord:23218,,,Combat Training will be held from %s.,layout
n003a (patch),ord:23224,,,An event will be held from %s.,layout
n003a (patch),ord:23230,,,Tournament will be held from %s on the %s server.,layout
n003a (patch),ord:23236,,,Survival will be held from %s on the %s server.,layout
n003a (patch),ord:23242,,,Official Tournament will be held from %s in %s.,layout
n003a (patch),ord:23248,,,Automatching will be held from %s on the %s server.,layout
n003a (patch),ord:23254,,,Training Mode will be held from %s on the %s server.,layout
n003a (patch),ord:23260,,,Combat Training will be held from %s on the %s server.,layout
n003a (patch),ord:23266,,,An event will be held from %s in %s.,layout
n003a (patch),ord:23272,,,Official Tournament will be held from %s. Participants should proceed to %s.,layout
n003a (patch),ord:23278,,,The Tournament that you entered will begin from %s.  Please proceed to %s.,layout
n003a (patch),ord:23284,,,The Tournament that you entered will begin from %s.,layout
n003a (patch),ord:23290,,,Tournament will finish shortly.,layout
n003a (patch),ord:23296,,,Survival will finish shortly.,layout
n003a (patch),ord:23302,,,Official Tournament will finish shortly.,layout
n003a (patch),ord:23308,,,Automatching will finish shortly.,layout
n003a (patch),ord:23314,,,Training Mode will finish shortly.,layout
n003a (patch),ord:23320,,,Combat Training will finish shortly.,layout
n003a (patch),ord:23326,,,The event will finish shortly.,layout
n003a (patch),ord:23332,,,Tournament rules have been updated.,layout
n003a (patch),ord:23338,,,Survival rules have been updated.,layout
n003a (patch),ord:23344,,,Automatching rules have been updated.,layout
n003a (patch),ord:23350,,,Combat Training has been created. Now looking for applicants.,layout
n003a (patch),ord:23356,,,MGO official site information has been updated.,layout
n003a (patch),ord:23362,,,MGO community site information has been updated.,layout
n003a (patch),ord:23368,,,Online manual has been updated.,layout
n003a (patch),ord:23374,,,MGO shop information has been updated.,layout
n003a (patch),ord:23380,,,MGO online reward shop information has been updated.,layout
n003a (patch),ord:23386,,,MGO online MGP shop information has been updated.,layout
n003a (patch),ord:23392,,,Online news has been updated.,layout
n003a (patch),ord:23398,,,Mail received from a friend.,layout
n003a (patch),ord:23404,,,Mail notification/announcement received from customer service.,layout
n003a (patch),ord:23410,,,Mail notification/announcement received from the Game Master.,layout
n003a (patch),ord:23416,,,It has been confirmed that you have violated conduct guidelines. Customer service may respond to this incident.,layout
n003a (patch),ord:23422,,,It has been confirmed that conduct guidelines have been violated by your account. Customer service may respond to this incident.,layout
n003a (patch),ord:23428,,,It has been confirmed that you have violated mail conduct guidelines. Customer service may respond to this incident.,layout
n003a (patch),ord:23434,,,It has been confirmed that you have violated in-game conduct guidelines. Customer service may respond to this incident.,layout
n003a (patch),ord:23440,,,It has been confirmed that you have violated Tournament conduct guidelines. Customer service may respond to this incident.,layout
n003a (patch),ord:23446,,,It has been confirmed that you have violated Survival conduct guidelines. Customer service may respond to this incident.,layout
n003a (patch),ord:23452,,,It has been confirmed that you have violated chat conduct guidelines. Customer service may respond to this incident.,layout
n003a (patch),ord:23458,,,It has been confirmed that you have violated clan conduct guidelines. Customer service may respond to this incident.,layout
n003a (patch),ord:23464,,,Cautionary mail received from customer service.,layout
n003a (patch),ord:23470,,,It has been confirmed that you have violated conduct guidelines. The Game Master may respond to this incident.,layout
n003a (patch),ord:23476,,,It has been confirmed that conduct guidelines have been violated by your account. The Game Master may respond to this incident.,layout
n003a (patch),ord:23482,,,It has been confirmed that you have violated mail conduct guidelines. The Game Master may respond to this incident.,layout
n003a (patch),ord:23488,,,It has been confirmed that you have violated in-game conduct guidelines. The Game Master may respond to this incident.,layout
n003a (patch),ord:23494,,,It has been confirmed that you have violated Tournament conduct guidelines. The Game Master may respond to this incident.,layout
n003a (patch),ord:23500,,,It has been confirmed that you have violated Survival conduct guidelines. The Game Master may respond to this incident.,layout
n003a (patch),ord:23506,,,It has been confirmed that you have violated chat conduct guidelines. The Game Master may respond to this incident.,layout
n003a (patch),ord:23512,,,It has been confirmed that you have violated clan conduct guidelines. The Game Master may respond to this incident.,layout
n003a (patch),ord:23518,,,Cautionary mail received from the Game Master.,layout
n003a (patch),ord:23524,,,Team %s has won %d matches in a row!,layout
n003a (patch),ord:23531,,,"An error has occurred.\nIf you experience problems such as erroneous purchase information, \nplease contact Customer Support.\n",layout
n003a (patch),ord:23537,,,Failed to ready connection to the server.\n,layout
n003a (patch),ord:23543,,,Failed to connect to the server.\n,layout
n003a (patch),ord:23549,,,Failed to communicate with the server.\n,layout
n003a (patch),ord:23555,,,Failed to acquire product information.\n,layout
n003a (patch),ord:23561,,,Failed to recognize selected product.\n,layout
n003a (patch),ord:23567,,,Failed to ready purchase procedure.\n,layout
n003a (patch),ord:23573,,,Cannot purchase selected product.\nFailed to ready purchase procedure.\n,layout
n003a (patch),ord:23579,,,Failed to initialize web browser.\n,layout
n003a (patch),ord:23585,,,Failed to initialize screen.\n,layout
n003a (patch),ord:23591,,,"Failed to purchase product.\nIf you experience problems such as erroneous purchase information, \nplease contact Customer Support.\n",layout
n003a (patch),ord:23597,,,Failed to cancel from the purchasing screen.\n,layout
n003a (patch),ord:23603,,,"Failed to ready purchase information registration.\nIf you experience problems such as erroneous purchase information, \nplease contact Customer Support.\n",layout
n003a (patch),ord:23609,,,"Failed to register purchase information.\nPurchase information will be registered to \nthe GAME ID used during your next Login. \n\nIf the problem persists, please contact Customer Support.\n",layout
n004a (patch),F41A3D,,654515,Deathmatch,verified
n004a (patch),244675,Rule_Eng_DM,654515,Deathmatch,verified-eng-name
n004a (patch),8386EB,Rule_TDM,654515,Team Deathmatch,verified
n004a (patch),890DD1,Rule_Eng_TDM,654515,Team Deathmatch,verified-eng-name
n004a (patch),89D8A4,Rule_RESCUE,654515,Rescue Mission,verified
n004a (patch),FCDB67,Rule_Eng_RESCUE,654515,Rescue Mission,verified-eng-name
n004a (patch),83428E,,654515,Capture Mission,verified
n004a (patch),88C974,Rule_Eng_CAP,654515,Capture Mission,verified-eng-name
n004a (patch),109679,,654515,Sneaking Mission,verified
n004a (patch),2C2E8F,Rule_Eng_SNEAK,654515,Sneaking Mission,verified-eng-name
n004a (patch),67D275,,654515,Base Mission,verified
n004a (patch),18AF36,Rule_Eng_BASE,654515,Base Mission,verified-eng-name
n004a (patch),6809B2,Rule_BOMB,654515,Bomb Mission,verified
n004a (patch),18E673,Rule_Eng_BOMB,654515,Bomb Mission,verified-eng-name
n004a (patch),7119D5,Rule_TSNE,654515,Team Sneaking,verified
n004a (patch),21F696,Rule_Eng_TSNE,654515,Team Sneaking,verified-eng-name
n004a (patch),83889F,,654515,Training,verified
n004a (patch),890F85,Rule_Eng_TRA,654515,Training,verified-eng-name
n004a (patch),DB7F2C,,654515,HEADSHOTS ONLY is enabled!\n\nPlayers who fail to down an enemy by a \nheadshot will be penalized.,verified
n004a (patch),97D93B,,654515,You will learn the basics needed to play the game.,verified
n004a (patch),4027F1,,654515,"A free-for-all match with no teams. \n\nAll participants are equiped with stealth.\n\nThe battle area decreases in size as time passes.  \nPlayers who wander outside of the battle area will suffer damage.\nOnce a player dies, they will not respawn.",verified
n004a (patch),4027F2,,654515,"The alarm will sound when enemies are nearby. \nThe alarm is functioning when the alarm icon is on.\n\nWhenever someone dies, all surviving players will receive points. \nIn addition, players will also receive points whenever \nthey defeat an opponent.",verified
